5.392157,0.123529,5.392157
7.352941,0.864706,7.352941
8.333333,4.076471,8.333333
9.313725,9.264706,9.313725
8.333333,10.747059,8.333333
9.313725,3.335294,9.313725
11.27451,7.782353,11.27451
10.294118,3.335294,10.294118
9.313725,-8.523529,9.313725
12.254902,-13.217647,12.254902
13.235294,-13.711765,13.235294
11.27451,-8.029412,11.27451
10.294118,-8.029412,10.294118
10.294118,-8.276471,10.294118
11.27451,-10.747059,11.27451
8.333333,-6.794118,8.333333
5.392157,-12.229412,5.392157
4.411765,-9.758824,4.411765
3.431373,-16.923529,3.431373
4.411765,-8.523529,4.411765
7.352941,-1.605882,7.352941
10.294118,-8.029412,10.294118
11.27451,-10.747059,11.27451
11.27451,-10.5,11.27451
11.27451,-6.3,11.27451
12.254902,-2.841176,12.254902
15.196078,2.347059,15.196078
18.137255,4.076471,18.137255
19.117647,0.864706,19.117647
15.196078,-0.370588,15.196078
13.235294,-5.805882,13.235294
9.313725,-9.758824,9.313725
9.313725,-5.311765,9.313725
10.294118,-0.864706,10.294118
10.294118,-2.347059,10.294118
9.313725,-6.547059,9.313725
9.313725,-4.570588,9.313725
14.215686,-7.288235,14.215686
14.215686,-3.829412,14.215686
10.294118,-2.1,10.294118
6.372549,-4.817647,6.372549
7.352941,-4.570588,7.352941
8.333333,-3.335294,8.333333
6.372549,-3.582353,6.372549
1.470588,-4.323529,1.470588
-0.490196,-1.358824,-0.490196
1.470588,-7.535294,1.470588
2.45098,-10.005882,2.45098
2.45098,-7.535294,2.45098
2.45098,-3.582353,2.45098
2.45098,-8.029412,2.45098
3.431373,-9.264706,3.431373
7.352941,-5.558824,7.352941
10.294118,-7.535294,10.294118
11.27451,-4.323529,11.27451
7.352941,-0.123529,7.352941
2.45098,-1.358824,2.45098
2.45098,-8.276471,2.45098
7.352941,-6.052941,7.352941
11.27451,-5.311765,11.27451
9.313725,-3.088235,9.313725
4.411765,-6.3,4.411765
5.392157,-5.558824,5.392157
8.333333,-5.064706,8.333333
11.27451,-4.570588,11.27451
9.313725,-2.841176,9.313725
8.333333,-4.076471,8.333333
8.333333,-3.829412,8.333333
8.333333,-5.064706,8.333333
6.372549,-4.817647,6.372549
1.470588,-7.535294,1.470588
-5.392157,-6.3,-5.392157
-12.254902,-2.594118,-12.254902
-15.196078,-1.852941,-15.196078
-12.254902,-5.311765,-12.254902
-9.313725,-8.029412,-9.313725
-9.313725,-4.570588,-9.313725
-12.254902,-3.088235,-12.254902
-13.235294,-4.076471,-13.235294
-12.254902,-3.829412,-12.254902
-11.27451,-6.052941,-11.27451
-11.27451,-3.582353,-11.27451
-14.215686,-6.547059,-14.215686
-16.176471,-4.817647,-16.176471
-17.156863,-1.111765,-17.156863
-17.156863,-6.052941,-17.156863
-16.176471,-5.805882,-16.176471
-13.235294,-6.3,-13.235294
-11.27451,-6.547059,-11.27451
-13.235294,-1.605882,-13.235294
-13.235294,-3.829412,-13.235294
-12.254902,-4.076471,-12.254902
-11.27451,-1.358824,-11.27451
-11.27451,-3.582353,-11.27451
-10.294118,-1.852941,-10.294118
-12.254902,-5.064706,-12.254902
-12.254902,-4.076471,-12.254902
-10.294118,-7.288235,-10.294118
-7.352941,-4.076471,-7.352941
-5.392157,-3.582353,-5.392157
-4.411765,-6.547059,-4.411765
-2.45098,-7.288235,-2.45098
4.411765,-4.076471,4.411765
11.27451,-3.582353,11.27451
15.196078,-5.064706,15.196078
20.098039,-3.088235,20.098039
24.019608,-4.323529,24.019608
26.960784,-3.335294,26.960784
27.941176,-2.347059,27.941176
25.980392,-4.817647,25.980392
26.960784,-4.817647,26.960784
27.941176,-5.064706,27.941176
25.980392,-7.782353,25.980392
24.019608,-5.558824,24.019608
25.0,-2.594118,25.0
25.980392,-1.852941,25.980392
21.078431,-3.335294,21.078431
17.156863,-8.029412,17.156863
18.137255,-4.817647,18.137255
17.156863,-3.829412,17.156863
12.254902,-6.3,12.254902
7.352941,-5.311765,7.352941
4.411765,-4.076471,4.411765
2.45098,-8.029412,2.45098
-4.411765,-4.570588,-4.411765
-12.254902,-4.076471,-12.254902
-13.235294,-6.794118,-13.235294
-13.235294,-4.076471,-13.235294
-13.235294,-4.076471,-13.235294
-13.235294,-4.076471,-13.235294
-11.27451,-4.323529,-11.27451
-9.313725,-3.335294,-9.313725
-13.235294,-3.088235,-13.235294
-15.196078,-3.829412,-15.196078
-14.215686,-1.852941,-14.215686
-13.235294,-3.829412,-13.235294
-17.156863,-0.617647,-17.156863
-20.098039,-6.3,-20.098039
-19.117647,-6.052941,-19.117647
-17.156863,-5.064706,-17.156863
-20.098039,-3.829412,-20.098039
-22.058824,-4.076471,-22.058824
-21.078431,-5.311765,-21.078431
-14.215686,-3.582353,-14.215686
-10.294118,-5.558824,-10.294118
-8.333333,-4.817647,-8.333333
-6.372549,-3.582353,-6.372549
-4.411765,-8.276471,-4.411765
-4.411765,-4.323529,-4.411765
-2.45098,-6.547059,-2.45098
-1.470588,-6.3,-1.470588
0.490196,-1.852941,0.490196
-0.490196,-3.335294,-0.490196
-0.490196,-4.817647,-0.490196
1.470588,-6.3,1.470588
2.45098,-5.805882,2.45098
5.392157,-7.782353,5.392157
9.313725,-2.841176,9.313725
12.254902,-1.605882,12.254902
6.372549,-1.111765,6.372549
-2.45098,-4.817647,-2.45098
-5.392157,-3.088235,-5.392157
-2.45098,-5.558824,-2.45098
-2.45098,-5.558824,-2.45098
-4.411765,0.123529,-4.411765
-5.392157,-1.605882,-5.392157
-5.392157,-4.570588,-5.392157
-5.392157,-3.582353,-5.392157
-6.372549,-3.829412,-6.372549
-7.352941,-5.064706,-7.352941
-9.313725,-3.582353,-9.313725
-9.313725,-3.335294,-9.313725
-12.254902,-5.558824,-12.254902
-14.215686,-1.605882,-14.215686
-12.254902,-3.088235,-12.254902
-15.196078,-5.558824,-15.196078
-16.176471,-1.605882,-16.176471
-14.215686,-6.547059,-14.215686
-11.27451,-4.323529,-11.27451
-7.352941,-4.817647,-7.352941
-5.392157,-5.064706,-5.392157
-2.45098,-3.088235,-2.45098
0.490196,-5.064706,0.490196
2.45098,-2.841176,2.45098
5.392157,-7.041176,5.392157
4.411765,-5.805882,4.411765
-0.490196,-2.841176,-0.490196
-3.431373,-7.535294,-3.431373
-1.470588,-6.052941,-1.470588
2.45098,-1.605882,2.45098
0.490196,-2.594118,0.490196
-3.431373,-2.347059,-3.431373
-3.431373,-3.088235,-3.431373
-0.490196,-8.276471,-0.490196
0.490196,-4.817647,0.490196
1.470588,-3.829412,1.470588
1.470588,-3.829412,1.470588
-0.490196,-2.1,-0.490196
-2.45098,-1.358824,-2.45098
-4.411765,-4.323529,-4.411765
-2.45098,-5.311765,-2.45098
-1.470588,-6.547059,-1.470588
-3.431373,-3.829412,-3.431373
-4.411765,-1.358824,-4.411765
-2.45098,-6.3,-2.45098
-0.490196,-5.805882,-0.490196
0.490196,-2.841176,0.490196
0.490196,-2.347059,0.490196
2.45098,-7.782353,2.45098
5.392157,-5.805882,5.392157
3.431373,-1.605882,3.431373
-1.470588,-3.335294,-1.470588
-1.470588,-3.829412,-1.470588
-0.490196,-5.558824,-0.490196
0.490196,-6.052941,0.490196
-3.431373,-4.817647,-3.431373
-2.45098,-5.311765,-2.45098
-1.470588,-2.841176,-1.470588
-3.431373,-5.064706,-3.431373
-3.431373,-4.076471,-3.431373
-4.411765,-6.547059,-4.411765
-4.411765,-5.311765,-4.411765
-1.470588,-4.570588,-1.470588
0.490196,-4.076471,0.490196
1.470588,-3.088235,1.470588
-0.490196,-5.558824,-0.490196
-1.470588,-5.805882,-1.470588
-1.470588,-5.805882,-1.470588
-1.470588,-4.076471,-1.470588
-0.490196,-5.311765,-0.490196
-1.470588,-5.311765,-1.470588
-5.392157,-1.605882,-5.392157
-4.411765,-6.3,-4.411765
-0.490196,-4.570588,-0.490196
-0.490196,-3.088235,-0.490196
-0.490196,-3.335294,-0.490196
-1.470588,-4.323529,-1.470588
-4.411765,-3.335294,-4.411765
-4.411765,-2.1,-4.411765
-0.490196,-7.041176,-0.490196
0.490196,-5.558824,0.490196
-0.490196,-4.570588,-0.490196
1.470588,-1.605882,1.470588
4.411765,-0.617647,4.411765
3.431373,-4.817647,3.431373
1.470588,-6.3,1.470588
1.470588,-5.805882,1.470588
4.411765,-5.805882,4.411765
3.431373,-4.817647,3.431373
0.490196,-5.558824,0.490196
-1.470588,-4.817647,-1.470588
1.470588,-1.852941,1.470588
0.490196,-5.064706,0.490196
-1.470588,-6.3,-1.470588
-4.411765,-3.582353,-4.411765
-6.372549,-3.335294,-6.372549
-4.411765,-4.076471,-4.411765
-1.470588,-5.805882,-1.470588
-0.490196,-4.570588,-0.490196
1.470588,-6.3,1.470588
2.45098,-5.805882,2.45098
4.411765,-4.817647,4.411765
11.27451,-9.511765,11.27451
16.176471,-2.841176,16.176471
14.215686,0.617647,14.215686
3.431373,-2.347059,3.431373
-0.490196,-2.594118,-0.490196
-2.45098,-4.323529,-2.45098
-4.411765,-4.323529,-4.411765
-6.372549,-6.794118,-6.372549
-6.372549,-6.794118,-6.372549
-8.333333,-3.582353,-8.333333
-9.313725,-4.817647,-9.313725
-9.313725,-7.041176,-9.313725
-8.333333,-7.288235,-8.333333
-6.372549,-3.582353,-6.372549
-4.411765,-4.076471,-4.411765
-2.45098,-5.805882,-2.45098
-0.490196,-5.064706,-0.490196
1.470588,-3.088235,1.470588
1.470588,-4.817647,1.470588
3.431373,-5.311765,3.431373
5.392157,-3.088235,5.392157
9.313725,-6.794118,9.313725
9.313725,-4.323529,9.313725
9.313725,-3.335294,9.313725
6.372549,-5.805882,6.372549
4.411765,-5.311765,4.411765
5.392157,-3.335294,5.392157
4.411765,-4.076471,4.411765
1.470588,-5.558824,1.470588
0.490196,-4.570588,0.490196
-0.490196,-1.852941,-0.490196
-3.431373,-4.817647,-3.431373
-4.411765,-3.088235,-4.411765
-2.45098,-6.3,-2.45098
-3.431373,-4.570588,-3.431373
-3.431373,-2.594118,-3.431373
-3.431373,-5.064706,-3.431373
-5.392157,-5.558824,-5.392157
-5.392157,-5.311765,-5.392157
-2.45098,-4.323529,-2.45098
-1.470588,-5.311765,-1.470588
-2.45098,-3.829412,-2.45098
-4.411765,-6.3,-4.411765
-4.411765,-5.064706,-4.411765
-3.431373,-2.594118,-3.431373
-5.392157,-3.582353,-5.392157
-6.372549,-1.852941,-6.372549
-7.352941,-6.547059,-7.352941
-3.431373,-4.570588,-3.431373
-3.431373,-3.829412,-3.431373
-4.411765,-5.311765,-4.411765
-5.392157,-2.841176,-5.392157
-3.431373,-2.594118,-3.431373
-1.470588,-5.311765,-1.470588
1.470588,-6.3,1.470588
3.431373,-4.076471,3.431373
3.431373,-3.829412,3.431373
0.490196,-3.829412,0.490196
-0.490196,-7.782353,-0.490196
1.470588,-5.805882,1.470588
1.470588,-5.311765,1.470588
1.470588,-4.817647,1.470588
-0.490196,-4.570588,-0.490196
0.490196,-1.852941,0.490196
2.45098,-3.829412,2.45098
5.392157,-8.276471,5.392157
7.352941,-2.841176,7.352941
9.313725,-5.805882,9.313725
11.27451,-5.558824,11.27451
12.254902,-5.064706,12.254902
12.254902,-5.311765,12.254902
13.235294,-6.547059,13.235294
14.215686,-2.347059,14.215686
16.176471,-4.076471,16.176471
14.215686,-7.288235,14.215686
13.235294,-6.3,13.235294
13.235294,-3.829412,13.235294
13.235294,-4.817647,13.235294
10.294118,-2.594118,10.294118
8.333333,-0.864706,8.333333
8.333333,-1.358824,8.333333
8.333333,-4.570588,8.333333
8.333333,-8.523529,8.333333
8.333333,0.370588,8.333333
8.333333,-2.347059,8.333333
8.333333,-3.088235,8.333333
8.333333,-5.805882,8.333333
5.392157,-4.076471,5.392157
4.411765,-4.323529,4.411765
7.352941,-3.335294,7.352941
8.333333,-4.076471,8.333333
7.352941,-7.782353,7.352941
7.352941,-2.841176,7.352941
9.313725,-1.852941,9.313725
9.313725,-4.817647,9.313725
6.372549,-2.841176,6.372549
3.431373,-4.323529,3.431373
4.411765,-4.817647,4.411765
6.372549,-3.829412,6.372549
2.45098,-0.617647,2.45098
-2.45098,-1.358824,-2.45098
-3.431373,-4.076471,-3.431373
-6.372549,-3.582353,-6.372549
-9.313725,-5.805882,-9.313725
-6.372549,-2.594118,-6.372549
-5.392157,-5.311765,-5.392157
-5.392157,-5.805882,-5.392157
-8.333333,-4.076471,-8.333333
-8.333333,-6.794118,-8.333333
-2.45098,-6.547059,-2.45098
3.431373,-1.852941,3.431373
-1.470588,1.111765,-1.470588
-10.294118,-2.841176,-10.294118
-14.215686,-5.064706,-14.215686
-11.27451,-6.052941,-11.27451
-7.352941,-3.582353,-7.352941
-3.431373,-4.817647,-3.431373
0.490196,-4.076471,0.490196
0.490196,-6.3,0.490196
-2.45098,-5.558824,-2.45098
-6.372549,-2.841176,-6.372549
-5.392157,-4.323529,-5.392157
-6.372549,-3.582353,-6.372549
-9.313725,-6.052941,-9.313725
-10.294118,-5.558824,-10.294118
-12.254902,-2.841176,-12.254902
-14.215686,-5.805882,-14.215686
-12.254902,-7.288235,-12.254902
-13.235294,-8.523529,-13.235294
-12.254902,-5.064706,-12.254902
-11.27451,-2.347059,-11.27451
-5.392157,-3.088235,-5.392157
-4.411765,-4.570588,-4.411765
-5.392157,-7.041176,-5.392157
-5.392157,-8.029412,-5.392157
-2.45098,-5.558824,-2.45098
-3.431373,-1.852941,-3.431373
-5.392157,-2.594118,-5.392157
-7.352941,-3.829412,-7.352941
-6.372549,-3.582353,-6.372549
-4.411765,-6.794118,-4.411765
-1.470588,-1.852941,-1.470588
1.470588,-3.335294,1.470588
0.490196,-6.547059,0.490196
0.490196,-3.335294,0.490196
2.45098,-5.558824,2.45098
5.392157,-1.852941,5.392157
5.392157,-3.335294,5.392157
4.411765,-6.547059,4.411765
4.411765,-4.817647,4.411765
6.372549,-6.547059,6.372549
6.372549,-4.076471,6.372549
7.352941,-0.864706,7.352941
7.352941,-6.052941,7.352941
6.372549,-4.570588,6.372549
4.411765,-3.582353,4.411765
4.411765,-3.088235,4.411765
4.411765,-2.841176,4.411765
4.411765,-5.311765,4.411765
6.372549,-4.817647,6.372549
6.372549,-8.523529,6.372549
5.392157,-4.570588,5.392157
4.411765,-1.358824,4.411765
3.431373,-3.829412,3.431373
2.45098,-5.558824,2.45098
2.45098,-6.3,2.45098
2.45098,-4.076471,2.45098
3.431373,-5.805882,3.431373
4.411765,-6.052941,4.411765
4.411765,-2.347059,4.411765
1.470588,-5.311765,1.470588
-1.470588,-6.3,-1.470588
-1.470588,-7.782353,-1.470588
-1.470588,-1.111765,-1.470588
-3.431373,-2.841176,-3.431373
-3.431373,-2.841176,-3.431373
-2.45098,-8.770588,-2.45098
-0.490196,-2.841176,-0.490196
-2.45098,-1.605882,-2.45098
-4.411765,-3.829412,-4.411765
-5.392157,-1.852941,-5.392157
-4.411765,-7.288235,-4.411765
-3.431373,-3.335294,-3.431373
-2.45098,-4.076471,-2.45098
-0.490196,-2.347059,-0.490196
0.490196,-4.570588,0.490196
1.470588,-4.817647,1.470588
3.431373,-6.3,3.431373
3.431373,-5.311765,3.431373
4.411765,-5.311765,4.411765
7.352941,-4.817647,7.352941
5.392157,-3.335294,5.392157
4.411765,-3.335294,4.411765
2.45098,-3.335294,2.45098
4.411765,-4.076471,4.411765
5.392157,-4.076471,5.392157
5.392157,-0.370588,5.392157
3.431373,-4.570588,3.431373
5.392157,-7.535294,5.392157
9.313725,2.1,9.313725
12.254902,-5.558824,12.254902
11.27451,-3.335294,11.27451
11.27451,-3.829412,11.27451
9.313725,-8.770588,9.313725
8.333333,-0.370588,8.333333
7.352941,-4.076471,7.352941
9.313725,-6.3,9.313725
9.313725,-5.558824,9.313725
9.313725,-4.076471,9.313725
6.372549,-4.076471,6.372549
5.392157,-4.570588,5.392157
5.392157,-1.852941,5.392157
3.431373,-2.841176,3.431373
0.490196,-4.817647,0.490196
-0.490196,-8.029412,-0.490196
1.470588,-9.017647,1.470588
4.411765,-0.123529,4.411765
4.411765,0.123529,4.411765
-3.431373,-0.123529,-3.431373
-8.333333,-4.817647,-8.333333
-8.333333,-5.311765,-8.333333
-2.45098,-1.852941,-2.45098
3.431373,-2.594118,3.431373
6.372549,-8.770588,6.372549
10.294118,-4.323529,10.294118
13.235294,-4.076471,13.235294
13.235294,-9.511765,13.235294
13.235294,-6.052941,13.235294
11.27451,-6.547059,11.27451
7.352941,-0.123529,7.352941
4.411765,-2.841176,4.411765
-1.470588,-8.523529,-1.470588
-4.411765,-4.570588,-4.411765
-2.45098,-2.347059,-2.45098
-1.470588,-4.323529,-1.470588
-1.470588,-5.558824,-1.470588
0.490196,-3.582353,0.490196
3.431373,-6.794118,3.431373
3.431373,-2.841176,3.431373
5.392157,-5.311765,5.392157
6.372549,-5.064706,6.372549
7.352941,-0.370588,7.352941
9.313725,-4.076471,9.313725
10.294118,-4.817647,10.294118
10.294118,-4.817647,10.294118
10.294118,-5.558824,10.294118
12.254902,-3.829412,12.254902
11.27451,-4.570588,11.27451
9.313725,-5.064706,9.313725
8.333333,-2.841176,8.333333
10.294118,-1.111765,10.294118
10.294118,-3.582353,10.294118
10.294118,-6.052941,10.294118
9.313725,-4.570588,9.313725
6.372549,-4.570588,6.372549
1.470588,-5.558824,1.470588
0.490196,-2.594118,0.490196
1.470588,-3.829412,1.470588
2.45098,-6.052941,2.45098
0.490196,-1.852941,0.490196
-1.470588,-4.817647,-1.470588
0.490196,-2.347059,0.490196
3.431373,-5.805882,3.431373
4.411765,-8.276471,4.411765
4.411765,-4.076471,4.411765
4.411765,-4.076471,4.411765
2.45098,-5.558824,2.45098
1.470588,-8.276471,1.470588
2.45098,-3.582353,2.45098
3.431373,-3.335294,3.431373
4.411765,-4.817647,4.411765
5.392157,-2.347059,5.392157
7.352941,-5.558824,7.352941
3.431373,-9.758824,-3.431373
8.333333,-6.547059,-3.431373
10.294118,-1.111765,-1.470588
6.372549,-2.347059,0.490196
-0.490196,-4.570588,-0.490196
-1.470588,-1.605882,-1.470588
1.470588,-9.264706,1.470588
0.490196,0.617647,6.372549
-0.490196,2.594118,7.352941
0.490196,-10.252941,6.372549
-1.470588,-5.805882,7.352941
-5.392157,-2.347059,7.352941
-3.431373,-10.747059,4.411765
0.490196,-5.558824,-1.470588
-0.490196,2.1,-9.313725
-7.352941,-1.111765,-16.176471
-14.215686,-3.582353,-14.215686
-13.235294,0.123529,0.490196
-10.294118,-5.064706,11.27451
-9.313725,-10.005882,10.294118
-6.372549,-3.829412,5.392157
-3.431373,-5.064706,2.45098
-3.431373,0.370588,4.411765
-4.411765,-6.052941,6.372549
-2.45098,-5.311765,9.313725
-1.470588,-5.311765,8.333333
-0.490196,-9.511765,6.372549
-1.470588,-5.311765,5.392157
-1.470588,-3.829412,4.411765
-1.470588,-0.617647,5.392157
-2.45098,-4.323529,7.352941
-0.490196,-6.052941,7.352941
2.45098,-6.052941,7.352941
3.431373,-7.288235,6.372549
5.392157,-6.3,3.431373
6.372549,-3.582353,-0.490196
6.372549,-5.558824,-2.45098
9.313725,-1.605882,-3.431373
12.254902,-2.594118,-4.411765
13.235294,-4.817647,-6.372549
12.254902,-11.982353,-8.333333
13.235294,-1.852941,-8.333333
15.196078,-0.370588,-6.372549
14.215686,-5.311765,-5.392157
11.27451,-3.088235,-4.411765
13.235294,-10.005882,-4.411765
14.215686,-2.841176,-7.352941
13.235294,-3.335294,-10.294118
10.294118,-9.511765,-11.27451
6.372549,0.370588,-10.294118
7.352941,-0.370588,-11.27451
4.411765,-6.794118,-14.215686
0.490196,-5.311765,-13.235294
-5.392157,0.617647,-11.27451
-7.352941,0.864706,-9.313725
-8.333333,-5.805882,-6.372549
-9.313725,-4.323529,-5.392157
-9.313725,-2.1,-6.372549
-9.313725,-4.323529,-5.392157
-8.333333,-3.829412,-1.470588
-8.333333,-2.594118,-0.490196
-7.352941,-7.041176,-1.470588
-3.431373,-7.041176,-3.431373
-2.45098,-5.311765,-4.411765
-4.411765,-5.558824,-5.392157
-4.411765,-3.829412,-7.352941
-0.490196,4.570588,-8.333333
1.470588,-9.017647,-4.411765
0.490196,-9.511765,0.490196
0.490196,2.1,1.470588
4.411765,-5.064706,1.470588
3.431373,-4.076471,1.470588
3.431373,-6.547059,3.431373
3.431373,-5.311765,6.372549
3.431373,-1.358824,7.352941
-0.490196,-5.311765,5.392157
-3.431373,-3.088235,1.470588
-6.372549,-10.005882,-2.45098
-6.372549,-0.370588,-4.411765
-6.372549,-3.829412,-4.411765
-6.372549,-7.041176,-5.392157
-5.392157,-3.088235,-5.392157
-2.45098,-3.335294,-6.372549
-0.490196,-2.594118,-6.372549
4.411765,-16.676471,-5.392157
8.333333,-4.817647,-4.411765
8.333333,-3.088235,-4.411765
6.372549,-4.570588,-1.470588
7.352941,-5.064706,3.431373
11.27451,-5.805882,7.352941
11.27451,2.594118,7.352941
9.313725,-4.570588,7.352941
9.313725,-3.335294,9.313725
8.333333,-6.3,10.294118
7.352941,-1.111765,14.215686
9.313725,-2.841176,17.156863
10.294118,-12.476471,17.156863
9.313725,-2.594118,17.156863
6.372549,0.617647,18.137255
5.392157,2.594118,19.117647
6.372549,-8.276471,18.137255
9.313725,-10.005882,16.176471
11.27451,-3.582353,18.137255
13.235294,-9.511765,18.137255
13.235294,-9.511765,15.196078
14.215686,1.111765,10.294118
16.176471,4.323529,11.27451
14.215686,-7.535294,14.215686
15.196078,-5.558824,16.176471
16.176471,-2.1,15.196078
15.196078,7.782353,12.254902
12.254902,-0.370588,9.313725
9.313725,-22.605882,9.313725
6.372549,-9.758824,11.27451
6.372549,2.594118,11.27451
7.352941,-8.029412,7.352941
9.313725,-9.511765,3.431373
15.196078,2.841176,-4.411765
14.215686,4.076471,-11.27451
7.352941,-2.1,-8.333333
3.431373,0.864706,4.411765
6.372549,-0.617647,19.117647
10.294118,-8.029412,26.960784
12.254902,-7.535294,25.980392
16.176471,-0.617647,24.019608
15.196078,-3.829412,24.019608
10.294118,-6.3,24.019608
9.313725,-6.052941,23.039216
10.294118,1.111765,22.058824
9.313725,-0.123529,19.117647
12.254902,-12.476471,17.156863
15.196078,-8.770588,15.196078
15.196078,1.358824,14.215686
13.235294,-8.770588,15.196078
12.254902,-5.805882,14.215686
13.235294,-3.088235,8.333333
11.27451,-5.805882,3.431373
9.313725,-4.323529,1.470588
8.333333,-3.335294,-1.470588
8.333333,0.864706,-3.431373
6.372549,-9.264706,-0.490196
5.392157,-6.547059,2.45098
3.431373,-7.535294,-0.490196
3.431373,2.594118,-5.392157
3.431373,-9.017647,-4.411765
-1.470588,-4.817647,-0.490196
-6.372549,-3.829412,-1.470588
-7.352941,-6.547059,-4.411765
-6.372549,-3.829412,-4.411765
-5.392157,-5.311765,-2.45098
-3.431373,-7.782353,-4.411765
0.490196,6.052941,-7.352941
5.392157,-7.535294,-9.313725
8.333333,-12.229412,-10.294118
10.294118,0.370588,-9.313725
11.27451,-4.570588,-6.372549
8.333333,-1.358824,-1.470588
1.470588,-11.735294,1.470588
-1.470588,0.864706,0.490196
-2.45098,-4.076471,-3.431373
-5.392157,-6.794118,-2.45098
-9.313725,1.358824,3.431373
-11.27451,-4.817647,8.333333
-12.254902,-10.5,9.313725
-10.294118,-5.311765,9.313725
-8.333333,-4.817647,10.294118
-2.45098,-3.088235,9.313725
-0.490196,-4.817647,9.313725
1.470588,-8.276471,10.294118
7.352941,-2.1,12.254902
10.294118,-1.111765,15.196078
13.235294,-6.3,19.117647
15.196078,-6.547059,23.039216
16.176471,-2.594118,25.0
16.176471,-5.311765,23.039216
16.176471,-6.3,19.117647
15.196078,-5.311765,16.176471
11.27451,-5.558824,15.196078
8.333333,-9.758824,13.235294
7.352941,-0.617647,11.27451
8.333333,3.088235,12.254902
7.352941,-6.547059,12.254902
4.411765,-5.311765,9.313725
4.411765,-3.088235,4.411765
3.431373,-4.817647,0.490196
-0.490196,-7.535294,-0.490196
-1.470588,-5.805882,2.45098
-0.490196,1.111765,2.45098
-0.490196,-3.829412,-0.490196
-0.490196,-7.041176,-2.45098
-3.431373,-2.841176,-1.470588
-5.392157,-4.570588,-1.470588
-8.333333,-5.311765,-3.431373
-8.333333,-2.347059,-4.411765
-8.333333,-8.029412,-4.411765
-7.352941,-8.770588,-5.392157
-5.392157,-1.852941,-6.372549
-5.392157,-5.805882,-6.372549
-7.352941,-4.817647,-6.372549
-5.392157,3.829412,-5.392157
